latitude,longitude,soil_type,rainfall_mm,season,area_ha,crop_name
23.553924,94.382997,Loamy,532,Rabi,0.77,Potato
30.414679,84.896589,Alluvial,1271,Kharif,1.39,Jute
30.628175,78.657392,Alluvial,463,Rabi,2.06,Wheat
21.096959,81.161841,Sandy,503,Kharif,2.38,Pulses
21.717751,80.490955,Red,489,Kharif,0.87,Pulses
21.909112,82.30055,Loamy,624,Rabi,0.1,Wheat
21.017278,90.021641,Red,343,Rabi,1.01,Pulses
23.723531,69.188323,Loamy,724,Rabi,2.59,Potato
11.928908,91.121879,Black (Regur),665,Kharif,0.1,Cotton
21.441826,71.608673,Red,1230,Kharif,1.88,Potato
29.487107,82.019213,Laterite,210,Kharif,1.99,Millets
26.34857,72.394986,Red,486,Rabi,0.1,Pulses
17.322442,69.351682,Alluvial,690,Kharif,0.1,Maize
25.328003,90.762057,Black (Regur),761,Kharif,2.58,Cotton
23.863529,69.559794,Clay,1079,Kharif,0.1,Rice
12.942944,68.559721,Loamy,1010,Kharif,0.1,Vegetables
22.672456,77.452719,Red,470,Rabi,1.3,Pulses
31.640331,77.362782,Loamy,611,Rabi,1.31,Potato
29.128379,72.549707,Black (Regur),1612,Rabi,2.61,Maize
16.195669,70.912954,Alluvial,454,Rabi,2.54,Wheat
28.683678,85.287858,Loamy,676,Rabi,1.42,Potato
23.21083,69.931017,Alluvial,725,Rabi,3.99,Potato
26.565179,75.266325,Red,889,Kharif,2.6,Oilseeds
21.76189,91.095007,Loamy,1485,Kharif,1.31,Sugarcane
20.422905,68.029531,Red,882,Kharif,0.3,Maize
15.515831,75.401224,Loamy,647,Kharif,2.86,Vegetables
9.25083,89.805897,Loamy,711,Kharif,2.49,Maize
32.152681,74.22008,Alluvial,1799,Kharif,3.15,Jute
27.463238,76.053888,Loamy,935,Rabi,2.62,Vegetables
11.677458,95.206605,Red,429,Kharif,0.46,Pulses
27.340741,90.492725,Alluvial,1482,Kharif,0.28,Sugarcane
30.441556,81.132715,Alluvial,1512,Kharif,0.1,Jute
29.119061,88.562389,Alluvial,765,Kharif,2.07,Rice
28.856577,88.076353,Loamy,400,Rabi,2.39,Potato
14.442093,82.567356,Alluvial,763,Rabi,1.58,Vegetables
35.067247,86.833865,Clay,1143,Kharif,0.91,Sugarcane
23.556944,88.130316,Red,607,Kharif,0.45,Maize
31.525671,93.989591,Laterite,456,Kharif,3.19,Millets
26.71871,94.051507,Clay,1360,Kharif,0.1,Rice
19.895075,97.355641,Clay,1195,Kharif,1.34,Sugarcane
14.175076,76.199024,Alluvial,1239,Kharif,2.59,Jute
30.211005,97.212807,Black (Regur),691,Kharif,1.72,Cotton
16.547161,86.466843,Laterite,349,Kharif,1.61,Millets
14.88626,71.181299,Clay,1214,Kharif,0.1,Sugarcane
29.33311,86.277213,Clay,1324,Kharif,1.7,Rice
16.615184,93.006918,Alluvial,1399,Rabi,2.32,Rice
19.875572,71.003914,Alluvial,710,Rabi,2.63,Wheat
14.41058,85.687488,Red,551,Kharif,1.89,Pulses
10.785143,87.202182,Black (Regur),508,Kharif,1.8,Cotton
24.367315,69.992562,Loamy,1100,Kharif,1.15,Sugarcane
21.238481,86.315101,Alluvial,724,Rabi,1.09,Potato
34.392887,90.254022,Red,764,Rabi,1.33,Oilseeds
16.004258,96.622996,Loamy,1110,Kharif,1.13,Sugarcane
31.614311,80.450804,Loamy,704,Rabi,0.88,Wheat
21.082439,88.40931,Alluvial,1400,Kharif,2.88,Jute
17.037024,71.093013,Sandy,488,Kharif,1.57,Millets
20.829761,74.287586,Red,358,Kharif,1.18,Pulses
30.717319,68.198399,Alluvial,1045,Kharif,1.61,Potato
24.106376,90.583216,Black (Regur),601,Kharif,2.43,Cotton
12.792824,93.002258,Laterite,1471,Kharif,1.81,Wheat
11.774197,87.318641,Alluvial,981,Kharif,2.78,Jute
12.712395,83.544339,Loamy,476,Rabi,0.1,Wheat
29.859698,73.654598,Red,360,Kharif,2.66,Millets
28.984765,85.326113,Alluvial,1321,Kharif,0.46,Rice
32.003416,93.119328,Loamy,887,Kharif,1.98,Oilseeds
9.784009,83.004107,Clay,902,Rabi,0.34,Sugarcane
27.593389,83.501532,Sandy,577,Kharif,1.53,Pulses
24.059522,69.079832,Black (Regur),521,Kharif,1.76,Cotton
23.712686,95.597218,Loamy,467,Rabi,2.52,Potato
14.329883,69.213716,Red,386,Rabi,2.1,Pulses
16.718062,79.279942,Laterite,888,Kharif,1.97,Wheat
22.101752,86.987805,Alluvial,1706,Kharif,2.1,Jute
17.178341,87.915666,Alluvial,561,Rabi,0.1,Potato
35.444882,97.45295,Loamy,652,Rabi,1.25,Potato
29.536027,79.912429,Laterite,456,Kharif,1.31,Millets
34.165943,93.531251,Alluvial,1492,Kharif,0.14,Sugarcane
28.834586,89.314055,Red,547,Kharif,2.69,Pulses
19.486416,80.941084,Alluvial,1130,Kharif,2.62,Maize
8.266232,91.906841,Red,468,Rabi,2.75,Pulses
22.78411,77.619346,Alluvial,1327,Kharif,1.63,Jute
24.582577,85.9312,Alluvial,537,Rabi,3.48,Wheat
21.056386,77.70082,Sandy,484,Kharif,2.19,Millets
30.728058,85.799235,Loamy,719,Rabi,2.8,Potato
26.138172,70.064393,Red,590,Rabi,1.57,Pulses
11.551286,80.343189,Alluvial,806,Kharif,0.83,Maize
19.885519,88.935313,Black (Regur),669,Kharif,1.03,Cotton
20.621302,73.950231,Black (Regur),601,Kharif,0.1,Cotton
32.179083,81.576035,Loamy,765,Kharif,2.44,Oilseeds
27.570318,76.774737,Alluvial,997,Kharif,0.49,Maize
19.882107,79.347617,Alluvial,1035,Kharif,1.0,Rice
12.343136,94.035397,Black (Regur),579,Kharif,0.57,Cotton
35.290717,84.308305,Alluvial,1668,Kharif,2.76,Jute
14.951082,82.928905,Loamy,566,Kharif,0.12,Oilseeds
18.9819,73.734906,Alluvial,1403,Kharif,3.27,Jute
21.330879,70.012997,Red,693,Rabi,0.25,Oilseeds
12.43758,92.735628,Sandy,497,Rabi,2.93,Pulses
28.998699,87.982803,Laterite,492,Kharif,3.21,Millets
27.160415,92.676784,Clay,669,Kharif,0.1,Wheat
20.209634,85.647058,Alluvial,974,Rabi,0.1,Jute
10.513127,80.439641,Black (Regur),552,Kharif,3.17,Cotton
29.915415,92.498295,Alluvial,1413,Kharif,1.89,Jute
13.212557,74.11002,Alluvial,523,Rabi,1.88,Wheat
8.412351,87.292786,Loamy,674,Rabi,1.61,Potato
9.208321,94.121071,Alluvial,409,Rabi,0.1,Wheat
35.23961,93.088718,Sandy,411,Kharif,2.1,Millets
33.425219,90.756489,Alluvial,1612,Kharif,0.1,Jute
21.258585,77.885604,Black (Regur),809,Kharif,1.95,Cotton
35.180474,74.861874,Red,486,Kharif,2.12,Pulses
10.183215,72.057887,Clay,1161,Kharif,2.16,Rice
24.447068,95.903357,Clay,1152,Kharif,2.28,Rice
25.821277,76.509426,Black (Regur),729,Kharif,0.41,Cotton
35.180348,91.642828,Alluvial,1353,Kharif,0.76,Jute
8.166173,93.661069,Black (Regur),644,Kharif,2.7,Cotton
24.297343,92.521016,Loamy,462,Rabi,2.41,Potato
14.735436,73.204847,Black (Regur),969,Kharif,0.1,Cotton
21.232194,96.054889,Alluvial,1556,Kharif,2.63,Sugarcane
28.908923,92.178312,Loamy,655,Rabi,0.24,Wheat
24.367542,72.507562,Loamy,592,Rabi,2.2,Potato
21.223219,77.830407,Alluvial,1092,Kharif,2.14,Rice
27.946998,82.497885,Loamy,918,Kharif,1.29,Oilseeds
9.958945,94.107488,Red,398,Kharif,1.18,Pulses
33.109865,89.306236,Alluvial,1278,Kharif,0.64,Rice
28.230766,75.14941,Alluvial,1439,Kharif,2.94,Rice
12.066818,85.860351,Sandy,309,Kharif,3.08,Millets
11.210093,70.723021,Alluvial,467,Rabi,2.46,Wheat
32.09017,72.891796,Red,327,Kharif,4.48,Millets
16.469419,80.142465,Alluvial,1426,Kharif,2.49,Jute
28.590077,95.435498,Sandy,699,Rabi,1.53,Oilseeds
29.27795,80.326268,Alluvial,1417,Kharif,0.77,Jute
13.445565,73.368538,Clay,1123,Kharif,0.79,Rice
28.877029,75.650882,Sandy,458,Kharif,0.3,Millets
10.356944,71.678107,Laterite,440,Kharif,0.8,Millets
9.679053,90.178062,Black (Regur),745,Kharif,1.16,Cotton
18.33081,83.342187,Clay,397,Kharif,1.68,Vegetables
26.75115,78.120785,Sandy,377,Rabi,0.86,Pulses
32.009629,91.784971,Red,952,Kharif,0.1,Maize
31.897645,76.244292,Sandy,350,Kharif,2.82,Millets
22.160135,87.476738,Clay,1170,Kharif,0.92,Rice
9.258243,91.822955,Loamy,1073,Zaid,2.87,Vegetables
19.767698,95.478762,Sandy,575,Rabi,0.1,Pulses
27.578404,93.660832,Red,927,Kharif,1.2,Oilseeds
30.889738,97.39099,Loamy,878,Kharif,0.1,Oilseeds
14.69229,73.027774,Clay,1056,Kharif,3.84,Rice
32.822834,90.60611,Laterite,450,Kharif,0.1,Millets
33.375245,86.689672,Loamy,927,Rabi,0.1,Vegetables
9.778343,78.125161,Alluvial,1138,Kharif,0.1,Sugarcane
30.232306,74.59475,Alluvial,1109,Kharif,2.2,Vegetables
33.905211,84.898751,Laterite,1277,Rabi,1.05,Rice
22.729084,92.989999,Loamy,950,Kharif,2.86,Maize
24.24634,71.144285,Alluvial,644,Rabi,1.66,Potato
26.699475,72.349048,Alluvial,1110,Kharif,0.1,Rice
21.815395,88.3137,Black (Regur),999,Kharif,0.18,Cotton
34.578632,69.734971,Black (Regur),716,Kharif,0.77,Cotton
33.386841,90.893143,Sandy,414,Kharif,3.68,Millets
35.254238,84.164316,Red,541,Rabi,1.68,Pulses
27.985752,76.32974,Alluvial,1295,Kharif,1.34,Jute
31.811024,69.596637,Red,647,Kharif,0.2,Oilseeds
32.673497,74.188107,Loamy,918,Rabi,1.34,Vegetables
35.183315,72.354361,Alluvial,1639,Kharif,1.86,Jute
33.989238,71.461732,Sandy,493,Kharif,0.1,Millets
8.934803,75.105235,Red,442,Kharif,1.08,Pulses
26.445237,70.643529,Laterite,342,Kharif,0.72,Millets
11.300011,70.437791,Loamy,1043,Zaid,1.03,Vegetables
21.186205,88.464913,Sandy,321,Kharif,2.75,Millets
23.714135,70.933517,Red,536,Kharif,0.37,Pulses
18.829405,92.115154,Loamy,984,Kharif,1.6,Vegetables
29.726862,71.660635,Clay,818,Kharif,1.0,Vegetables
23.254849,91.615133,Alluvial,511,Kharif,0.71,Wheat
28.70939,70.496005,Red,403,Rabi,2.64,Pulses
8.002353,76.867699,Sandy,800,Zaid,2.93,Maize
16.605741,94.868103,Sandy,216,Kharif,1.38,Millets
9.010184,72.179186,Black (Regur),527,Kharif,1.07,Cotton
11.533533,86.358226,Alluvial,676,Kharif,3.23,Maize
33.980363,87.957507,Loamy,595,Rabi,3.12,Potato
25.753209,89.076127,Red,301,Rabi,0.1,Pulses
35.292347,80.792,Clay,1566,Kharif,2.45,Sugarcane
19.186485,77.716047,Alluvial,779,Kharif,2.33,Cotton
18.371789,96.578818,Loamy,1167,Kharif,0.9,Sugarcane
24.192744,91.800546,Alluvial,1167,Kharif,0.1,Sugarcane
32.655682,73.037049,Alluvial,1142,Kharif,3.13,Sugarcane
19.07291,85.473149,Red,666,Kharif,1.44,Maize
28.224115,69.559506,Loamy,543,Rabi,3.02,Millets
20.589131,80.94932,Red,371,Rabi,1.49,Pulses
32.238162,92.013686,Alluvial,1706,Kharif,2.03,Jute
10.185559,89.533614,Alluvial,1247,Kharif,2.2,Sugarcane
32.044706,96.383907,Sandy,788,Rabi,1.23,Oilseeds
32.422215,88.587518,Alluvial,1399,Kharif,3.61,Rice
22.693933,78.179288,Loamy,1891,Rabi,0.1,Sugarcane
24.702773,96.457098,Red,682,Kharif,0.1,Maize
11.666267,78.4221,Loamy,507,Rabi,2.3,Wheat
14.868544,83.904029,Alluvial,712,Rabi,2.84,Potato
25.357352,79.611834,Clay,1259,Kharif,1.13,Rice
31.329674,69.696154,Clay,1164,Kharif,2.49,Rice
13.119337,78.458704,Alluvial,1172,Kharif,2.89,Maize
8.190037,90.698704,Red,699,Kharif,2.12,Pulses
30.317456,71.206502,Red,574,Kharif,1.74,Pulses
27.503534,71.264636,Clay,1442,Kharif,2.72,Rice
34.080336,96.311116,Sandy,262,Kharif,1.6,Millets
28.654972,91.019956,Black (Regur),1412,Kharif,0.43,Pulses
29.799606,71.720646,Red,924,Kharif,0.62,Millets
34.852059,89.754231,Red,487,Kharif,1.99,Pulses
28.054336,73.512377,Black (Regur),689,Kharif,0.1,Cotton
13.456343,88.840597,Black (Regur),679,Kharif,0.1,Cotton
25.294967,72.38742,Red,930,Kharif,2.37,Maize
13.490196,93.498328,Black (Regur),924,Kharif,3.09,Cotton
21.177869,83.040979,Alluvial,1403,Kharif,2.23,Jute
16.795624,69.402914,Alluvial,734,Rabi,0.61,Potato
10.770947,73.45278,Alluvial,1207,Kharif,2.01,Rice
31.704292,77.770746,Alluvial,853,Rabi,0.1,Vegetables
15.588541,85.237653,Alluvial,1237,Rabi,2.95,Wheat
30.478752,73.691361,Alluvial,1700,Kharif,2.18,Jute
35.215227,73.958974,Loamy,493,Rabi,2.4,Potato
31.469553,94.751038,Red,447,Rabi,2.11,Pulses
22.403476,96.097105,Alluvial,1171,Kharif,0.42,Maize
9.671818,96.687983,Loamy,1400,Kharif,2.59,Sugarcane
20.037986,83.023712,Loamy,918,Kharif,2.06,Maize
13.989712,88.553292,Clay,421,Kharif,1.45,Potato
16.150001,75.921182,Clay,1468,Kharif,1.75,Rice
33.499319,75.977828,Black (Regur),809,Kharif,1.05,Cotton
25.837751,86.664145,Alluvial,526,Rabi,0.68,Potato
32.704233,76.699412,Loamy,450,Rabi,1.57,Potato
22.778189,96.87349,Sandy,344,Kharif,0.54,Pulses
31.925709,86.712013,Black (Regur),819,Kharif,1.88,Cotton
31.601087,79.666171,Red,722,Kharif,0.36,Oilseeds
20.633228,92.060141,Red,374,Kharif,1.62,Millets
12.480263,73.243161,Red,446,Kharif,2.12,Pulses
34.6856,70.956897,Alluvial,483,Rabi,1.32,Wheat
11.025977,68.399786,Loamy,643,Rabi,1.75,Wheat
24.490022,91.375813,Alluvial,1795,Kharif,2.71,Jute
13.563845,82.17255,Sandy,1002,Rabi,0.56,Oilseeds
22.946977,75.889971,Loamy,416,Rabi,1.0,Potato
19.420328,68.035707,Laterite,338,Kharif,1.8,Millets
18.580455,94.084605,Clay,0,Zaid,1.69,Cotton
17.825967,86.163055,Alluvial,1145,Kharif,1.27,Rice
19.787281,77.8779,Laterite,1161,Rabi,2.94,Potato
17.580606,71.065716,Alluvial,797,Rabi,0.6,Wheat
33.660111,72.384967,Loamy,552,Rabi,2.55,Oilseeds
23.890679,96.307767,Sandy,514,Kharif,2.06,Pulses
19.655382,88.455915,Laterite,400,Kharif,1.0,Millets
19.51314,82.664518,Alluvial,570,Rabi,1.3,Wheat
22.491014,90.90948,Alluvial,1254,Kharif,0.66,Rice
8.471753,84.472047,Laterite,1158,Zaid,1.91,Maize
30.969439,84.269261,Red,678,Kharif,1.14,Maize
27.358979,79.135093,Alluvial,464,Rabi,1.68,Wheat
21.112731,85.520807,Alluvial,573,Rabi,1.86,Wheat
30.37706,72.416658,Alluvial,637,Rabi,2.63,Potato
17.276767,91.051209,Red,354,Kharif,1.77,Millets
12.773456,72.730289,Clay,1550,Kharif,0.1,Sugarcane
33.276631,82.805237,Loamy,775,Rabi,1.1,Wheat
28.436205,79.811872,Clay,1565,Kharif,3.32,Sugarcane
30.455368,81.818865,Clay,1488,Kharif,2.16,Rice
19.666102,75.962627,Alluvial,1294,Kharif,0.1,Rice
22.893118,69.926915,Black (Regur),572,Kharif,1.08,Cotton
14.609217,70.508661,Alluvial,1445,Kharif,0.67,Rice
33.946501,68.250123,Red,1241,Rabi,1.14,Jute
17.785526,71.820748,Loamy,538,Rabi,2.59,Wheat
12.130133,85.321678,Black (Regur),956,Kharif,1.26,Maize
10.165704,86.465605,Red,624,Kharif,3.27,Maize
35.318957,82.797788,Loamy,685,Rabi,1.2,Oilseeds
15.998144,86.392388,Black (Regur),859,Kharif,0.1,Cotton
24.689119,96.261462,Sandy,357,Rabi,1.53,Maize
23.046241,96.58394,Loamy,834,Kharif,1.51,Maize
9.874451,85.007093,Alluvial,418,Rabi,3.36,Potato
28.986525,81.040339,Alluvial,1518,Kharif,1.25,Jute
19.248414,86.280663,Alluvial,1279,Kharif,3.22,Jute
19.362841,81.277722,Black (Regur),947,Kharif,1.44,Cotton
8.218431,93.165264,Black (Regur),705,Kharif,0.5,Cotton
26.40164,78.29367,Alluvial,719,Rabi,0.71,Wheat
33.23016,95.213477,Alluvial,1551,Kharif,1.75,Jute
13.847468,89.8679,Sandy,864,Rabi,1.67,Oilseeds
16.805132,68.924036,Sandy,1404,Rabi,2.33,Pulses
9.487132,93.606608,Clay,846,Rabi,3.19,Wheat
19.139383,76.800936,Loamy,744,Rabi,1.9,Potato
10.542135,94.598431,Red,552,Rabi,2.26,Pulses
26.942839,72.74033,Clay,1272,Kharif,0.69,Rice
13.460399,89.320349,Alluvial,1573,Kharif,4.65,Jute
33.680033,82.733647,Alluvial,1452,Kharif,1.27,Sugarcane
33.941403,93.289378,Black (Regur),817,Kharif,1.4,Cotton
19.554843,84.109544,Black (Regur),868,Kharif,2.3,Cotton
34.265373,78.922564,Loamy,733,Rabi,0.64,Wheat
35.473825,80.214585,Alluvial,1564,Kharif,1.11,Jute
20.617648,79.007084,Sandy,616,Rabi,1.19,Millets
25.437949,88.711732,Loamy,671,Rabi,2.7,Wheat
33.643661,71.058421,Sandy,823,Rabi,1.26,Oilseeds
8.897477,76.552182,Loamy,463,Rabi,0.1,Wheat
34.140166,78.343104,Sandy,401,Kharif,2.66,Pulses
29.510391,82.973044,Sandy,578,Kharif,3.78,Pulses
32.755149,80.229421,Alluvial,1479,Kharif,0.1,Sugarcane
16.730451,73.027117,Black (Regur),943,Kharif,4.73,Cotton
30.785122,91.639284,Loamy,977,Kharif,1.06,Maize
22.22512,80.903347,Alluvial,675,Rabi,1.93,Vegetables
28.959726,95.041628,Loamy,643,Rabi,1.24,Wheat
25.294588,85.502002,Loamy,683,Kharif,0.63,Vegetables
28.189652,97.010719,Loamy,760,Rabi,2.19,Cotton
31.112562,89.426222,Alluvial,593,Rabi,0.1,Potato
25.254545,86.832404,Loamy,485,Rabi,3.26,Wheat
15.204854,73.328517,Red,333,Kharif,3.25,Pulses
8.603817,70.170491,Alluvial,1386,Kharif,0.43,Jute
30.235099,73.30429,Clay,1070,Kharif,0.1,Rice
35.327838,82.275374,Alluvial,667,Rabi,1.55,Potato
24.668046,83.810648,Loamy,678,Rabi,3.47,Wheat
17.007343,74.482953,Black (Regur),646,Kharif,2.19,Cotton
27.472298,87.231774,Red,592,Kharif,1.54,Pulses
12.756387,88.268195,Alluvial,688,Kharif,2.49,Vegetables
13.660375,89.30078,Black (Regur),458,Rabi,2.42,Jute
18.533761,73.891763,Loamy,1090,Kharif,1.18,Maize
14.959251,80.089344,Alluvial,1689,Kharif,0.1,Jute
12.947366,77.519094,Alluvial,1384,Kharif,2.34,Jute
16.647455,68.284173,Alluvial,1379,Kharif,2.68,Jute
9.821466,76.36662,Loamy,622,Rabi,2.08,Vegetables
31.647598,70.207314,Alluvial,1227,Kharif,0.45,Jute
30.074943,82.710204,Red,1030,Kharif,2.02,Jute
23.85138,76.408589,Red,637,Kharif,1.45,Oilseeds
34.588473,69.091742,Sandy,1318,Zaid,1.92,Wheat
30.069115,89.335983,Alluvial,1594,Kharif,1.9,Jute
18.816506,88.54548,Alluvial,1218,Kharif,0.1,Jute
8.805425,69.41111,Red,411,Kharif,1.4,Pulses
13.256892,94.617156,Clay,1245,Kharif,1.47,Rice
9.184595,69.4161,Red,315,Rabi,2.95,Pulses
33.433606,85.21187,Red,418,Kharif,0.1,Pulses
11.365266,83.563873,Sandy,925,Kharif,1.56,Oilseeds
29.070555,88.985751,Black (Regur),671,Kharif,0.24,Cotton
34.723543,69.777874,Loamy,560,Rabi,1.74,Oilseeds
30.384874,90.467275,Red,757,Rabi,0.46,Oilseeds
21.874064,94.966695,Alluvial,648,Kharif,2.37,Vegetables
19.005635,70.02486,Sandy,405,Kharif,3.77,Millets
32.095396,89.978267,Red,609,Rabi,1.73,Oilseeds
17.678813,71.490623,Clay,1296,Kharif,1.79,Sugarcane
9.461819,76.041372,Black (Regur),663,Kharif,3.35,Cotton
12.85774,76.139808,Red,331,Kharif,2.24,Millets
14.038444,69.567564,Loamy,436,Rabi,2.98,Potato
27.236588,79.934502,Loamy,613,Rabi,0.1,Potato
29.60751,78.255177,Red,966,Kharif,1.59,Maize
25.108255,89.803177,Loamy,663,Rabi,2.54,Wheat
32.746404,72.184093,Alluvial,713,Rabi,1.61,Potato
26.678081,93.166145,Black (Regur),789,Kharif,1.51,Cotton
30.520477,84.734369,Loamy,668,Kharif,1.39,Maize
16.376562,89.717501,Sandy,377,Kharif,2.72,Millets
20.615646,92.41861,Loamy,672,Kharif,0.19,Vegetables
26.859064,89.482359,Loamy,894,Kharif,1.95,Maize
14.720115,89.859867,Red,572,Rabi,0.71,Pulses
32.121461,88.024645,Red,465,Kharif,0.98,Millets
18.753221,80.310181,Alluvial,1554,Kharif,1.87,Jute
19.92014,81.423316,Sandy,917,Kharif,4.58,Oilseeds
20.82373,72.431719,Loamy,715,Rabi,0.62,Potato
8.428791,69.208116,Red,1147,Rabi,2.47,Rice
30.938026,69.47211,Sandy,460,Kharif,3.82,Millets
12.263518,70.537102,Loamy,468,Rabi,0.23,Wheat
21.012389,78.461651,Alluvial,492,Rabi,2.29,Wheat
24.418567,73.112408,Sandy,265,Kharif,2.92,Millets
11.731496,84.351371,Loamy,799,Kharif,4.13,Oilseeds
29.516158,92.598644,Sandy,248,Kharif,1.87,Millets
17.740331,81.7633,Sandy,497,Rabi,1.35,Pulses
24.918235,76.920505,Alluvial,1019,Zaid,2.7,Vegetables
28.771717,79.58345,Clay,1138,Kharif,1.97,Sugarcane
10.328125,75.970158,Loamy,1073,Rabi,0.25,Vegetables
31.768638,71.582559,Black (Regur),525,Kharif,1.1,Cotton
28.361663,82.611487,Sandy,260,Kharif,0.96,Millets
30.154463,86.398086,Alluvial,658,Rabi,1.5,Wheat
13.618075,81.975401,Alluvial,600,Rabi,3.24,Potato
30.557451,92.830764,Sandy,272,Kharif,0.66,Millets
12.021775,68.638907,Alluvial,1542,Kharif,0.89,Sugarcane
15.975995,87.692298,Sandy,752,Kharif,0.46,Wheat
19.682906,68.825134,Clay,1016,Kharif,2.51,Rice
25.046603,69.257638,Loamy,478,Rabi,1.89,Potato
17.838061,93.247267,Sandy,1199,Kharif,0.66,Sugarcane
12.163575,87.350035,Alluvial,524,Rabi,0.1,Potato
16.330572,79.620898,Sandy,281,Kharif,2.45,Millets
33.503837,90.874241,Alluvial,907,Zaid,0.1,Vegetables
30.821872,69.993314,Alluvial,577,Rabi,1.96,Wheat
21.101358,90.417324,Alluvial,735,Kharif,0.62,Maize
28.784882,80.391657,Alluvial,763,Rabi,1.83,Wheat
24.679666,92.800041,Laterite,405,Kharif,0.39,Millets
13.382244,82.487539,Loamy,953,Kharif,2.18,Sugarcane
10.365503,68.71517,Clay,1282,Kharif,1.64,Rice
23.628113,93.502489,Red,362,Kharif,0.1,Millets
30.89108,84.825917,Loamy,974,Kharif,3.52,Maize
19.756573,79.095488,Loamy,710,Rabi,2.54,Wheat
9.415673,83.945872,Alluvial,1531,Kharif,0.51,Potato
9.868703,93.708463,Loamy,939,Rabi,0.43,Vegetables
25.012735,84.105278,Red,206,Kharif,0.16,Millets
19.588657,73.915082,Alluvial,1614,Kharif,3.62,Jute
33.088787,69.838691,Alluvial,1063,Kharif,0.67,Rice
34.122464,85.645355,Alluvial,917,Kharif,0.61,Maize
10.861683,82.649603,Laterite,668,Rabi,1.93,Cotton
8.72473,91.063766,Clay,1043,Kharif,0.1,Rice
18.645932,79.12822,Loamy,692,Kharif,1.79,Oilseeds
35.0197,78.847406,Loamy,535,Rabi,1.06,Wheat
19.359301,90.200787,Alluvial,1150,Kharif,0.1,Rice
30.347102,70.260044,Alluvial,640,Kharif,2.52,Vegetables
35.447442,71.826629,Loamy,423,Rabi,1.83,Potato
21.610554,89.68895,Loamy,515,Rabi,0.49,Potato
23.163661,93.634643,Laterite,848,Kharif,3.35,Sugarcane
32.761698,88.812299,Loamy,1546,Kharif,2.75,Sugarcane
23.206556,71.621067,Red,549,Rabi,4.08,Oilseeds
34.208737,68.628045,Loamy,784,Rabi,2.66,Wheat
24.768062,82.613046,Red,410,Kharif,1.79,Pulses
22.643528,87.481872,Loamy,955,Rabi,1.73,Vegetables
33.374214,94.769763,Alluvial,916,Zaid,1.78,Vegetables
29.521849,95.392711,Sandy,380,Kharif,2.25,Millets
20.74632,84.891775,Sandy,713,Rabi,4.54,Oilseeds
11.6265,68.447911,Alluvial,1579,Kharif,5.85,Sugarcane
18.851533,86.158644,Alluvial,1044,Kharif,3.25,Vegetables
23.63213,77.469187,Clay,1394,Kharif,1.58,Rice
21.205718,92.907597,Alluvial,807,Rabi,1.27,Vegetables
20.112087,75.611205,Red,369,Kharif,1.04,Millets
24.993606,69.4626,Red,863,Rabi,2.81,Oilseeds
23.218712,74.724596,Alluvial,1429,Kharif,1.47,Jute
24.515918,78.317025,Black (Regur),533,Kharif,1.81,Cotton
30.801291,88.08998,Alluvial,1216,Kharif,1.03,Jute
17.212109,80.040058,Clay,1249,Kharif,1.15,Rice
15.998997,72.426866,Alluvial,1154,Kharif,0.12,Sugarcane
21.975012,85.153852,Red,388,Kharif,2.59,Millets
28.971825,87.151756,Alluvial,879,Kharif,1.43,Vegetables
19.497203,89.624847,Sandy,260,Kharif,0.1,Millets
16.715832,73.753196,Alluvial,1580,Kharif,2.39,Jute
28.575178,71.404799,Alluvial,643,Rabi,1.18,Wheat
10.102204,78.687761,Black (Regur),603,Rabi,1.89,Vegetables
33.457216,75.225846,Loamy,510,Rabi,0.1,Potato
10.241414,80.420166,Loamy,689,Kharif,0.1,Maize
12.586201,80.349455,Red,834,Kharif,0.66,Maize
19.864046,88.356374,Sandy,530,Kharif,0.1,Pulses
27.165539,75.12233,Alluvial,1009,Rabi,0.1,Vegetables
35.338688,69.334512,Red,430,Kharif,0.68,Millets
19.981479,90.350972,Alluvial,1296,Kharif,3.37,Sugarcane
24.322715,78.91128,Alluvial,977,Zaid,2.18,Vegetables
10.664712,76.771782,Loamy,1182,Kharif,1.34,Sugarcane
15.844573,79.329999,Clay,1242,Kharif,3.22,Cotton
23.81629,86.156586,Loamy,595,Kharif,2.35,Oilseeds
15.933168,95.071945,Loamy,1127,Kharif,0.69,Maize
31.066725,90.26851,Clay,1444,Kharif,2.12,Sugarcane
21.430062,92.260747,Red,606,Rabi,0.94,Oilseeds
20.480858,95.080858,Red,563,Kharif,0.42,Pulses
31.773826,97.295779,Black (Regur),896,Kharif,1.07,Cotton
12.309998,77.892446,Alluvial,1503,Kharif,1.33,Jute
19.917885,95.504856,Red,245,Kharif,2.93,Millets
25.250339,75.254455,Loamy,465,Rabi,0.87,Potato
30.381393,89.64004,Alluvial,1156,Kharif,1.11,Sugarcane
13.8902,80.812404,Red,514,Rabi,2.23,Pulses
18.457981,85.225019,Alluvial,425,Rabi,0.93,Potato
26.369335,82.461548,Alluvial,648,Rabi,2.57,Wheat
29.008257,80.378024,Loamy,805,Rabi,0.99,Oilseeds
11.122248,88.560573,Loamy,660,Kharif,0.1,Oilseeds
14.458651,76.582442,Clay,1342,Kharif,0.51,Sugarcane
26.562199,80.131258,Loamy,500,Rabi,3.07,Potato
17.345643,92.146475,Loamy,1381,Kharif,3.91,Sugarcane
