state,region,soil_type,rainfall_mm,season,area_ha,crop_name
Nagaland,Northeast,Clay,1427,Kharif,0.1,Rice
Nagaland,Northeast,Alluvial,1066,Kharif,0.1,Vegetables
Uttar Pradesh,North,Sandy,585,Kharif,1.3,Pulses
Andhra Pradesh,South,Loamy,943,Kharif,1.31,Potato
Himachal Pradesh,North,Clay,793,Rabi,2.61,Maize
Arunachal Pradesh,Northeast,Loamy,897,Kharif,2.54,Wheat
Haryana,North,Loamy,886,Kharif,1.42,Potato
Manipur,Northeast,Loamy,777,Kharif,3.99,Potato
Odisha,East,Laterite,515,Rabi,2.6,Oilseeds
Rajasthan,West,Alluvial,1586,Kharif,1.31,Sugarcane
Nagaland,Northeast,Clay,786,Zaid,0.3,Maize
Meghalaya,Northeast,Alluvial,808,Kharif,2.86,Vegetables
Jharkhand,East,Clay,983,Kharif,2.49,Maize
Himachal Pradesh,North,Alluvial,1372,Zaid,3.15,Jute
Tripura,Northeast,Alluvial,829,Zaid,2.62,Vegetables
Tamil Nadu,South,Sandy,537,Kharif,0.46,Pulses
Tamil Nadu,South,Alluvial,1522,Kharif,0.28,Sugarcane
Uttarakhand,North,Alluvial,1450,Kharif,0.1,Jute
Uttarakhand,North,Clay,1233,Kharif,2.07,Rice
Andhra Pradesh,South,Loamy,810,Kharif,2.39,Potato
Haryana,North,Alluvial,837,Kharif,1.58,Vegetables
Gujarat,West,Alluvial,1746,Rabi,0.91,Sugarcane
Telangana,South,Clay,731,Kharif,0.45,Maize
Odisha,East,Red,650,Rabi,3.19,Millets
Himachal Pradesh,North,Clay,1579,Zaid,0.1,Rice
Karnataka,South,Alluvial,1678,Kharif,1.34,Sugarcane
Telangana,South,Alluvial,1407,Kharif,2.59,Jute
Odisha,East,Black (Regur),1046,Zaid,1.72,Cotton
Karnataka,South,Red,477,Kharif,1.61,Millets
Uttarakhand,North,Alluvial,1999,Zaid,0.1,Sugarcane
Assam,Northeast,Clay,1351,Kharif,1.7,Rice
Madhya Pradesh,Central,Clay,1382,Rabi,2.32,Rice
Rajasthan,West,Loamy,850,Rabi,2.63,Wheat
Maharashtra,West,Sandy,535,Rabi,1.89,Pulses
Punjab,North,Black (Regur),922,Rabi,1.8,Cotton
Andhra Pradesh,South,Alluvial,1926,Rabi,1.15,Sugarcane
Maharashtra,West,Loamy,991,Kharif,1.09,Potato
Mizoram,Northeast,Laterite,706,Rabi,1.33,Oilseeds
Karnataka,South,Alluvial,1611,Rabi,1.13,Sugarcane
Nagaland,Northeast,Loamy,893,Zaid,0.88,Wheat
Sikkim,Northeast,Alluvial,1331,Rabi,2.88,Jute
Maharashtra,West,Red,543,Zaid,1.57,Millets
Haryana,North,Sandy,374,Rabi,1.18,Pulses
Goa,West,Loamy,660,Kharif,1.61,Potato
Rajasthan,West,Black (Regur),801,Zaid,2.43,Cotton
Telangana,South,Loamy,670,Kharif,1.81,Wheat
Sikkim,Northeast,Alluvial,1487,Kharif,2.78,Jute
Sikkim,Northeast,Loamy,831,Zaid,0.1,Wheat
Chhattisgarh,Central,Red,596,Rabi,2.66,Millets
Arunachal Pradesh,Northeast,Clay,1582,Kharif,0.46,Rice
Himachal Pradesh,North,Laterite,752,Rabi,1.98,Oilseeds
Punjab,North,Alluvial,1775,Rabi,0.34,Sugarcane
Karnataka,South,Sandy,360,Rabi,1.53,Pulses
Uttar Pradesh,North,Black (Regur),1041,Rabi,1.76,Cotton
Madhya Pradesh,Central,Loamy,611,Kharif,2.52,Potato
Kerala,South,Sandy,522,Rabi,2.1,Pulses
Meghalaya,Northeast,Loamy,799,Kharif,1.97,Wheat
Mizoram,Northeast,Alluvial,1741,Kharif,2.1,Jute
Gujarat,West,Loamy,769,Kharif,0.1,Potato
Punjab,North,Loamy,822,Rabi,1.25,Potato
Kerala,South,Red,599,Rabi,1.31,Millets
Tripura,Northeast,Alluvial,1909,Kharif,0.14,Sugarcane
Nagaland,Northeast,Sandy,586,Kharif,2.69,Pulses
Tamil Nadu,South,Clay,889,Rabi,2.62,Maize
Telangana,South,Sandy,575,Kharif,2.75,Pulses
Tamil Nadu,South,Alluvial,1489,Rabi,1.63,Jute
Uttar Pradesh,North,Loamy,900,Kharif,3.48,Wheat
Gujarat,West,Red,528,Rabi,2.19,Millets
Arunachal Pradesh,Northeast,Loamy,743,Kharif,2.8,Potato
Jharkhand,East,Sandy,322,Kharif,1.57,Pulses
Bihar,East,Clay,794,Kharif,0.83,Maize
Jharkhand,East,Black (Regur),773,Kharif,1.03,Cotton
Sikkim,Northeast,Black (Regur),706,Kharif,0.1,Cotton
Odisha,East,Laterite,554,Kharif,2.44,Oilseeds
Uttarakhand,North,Clay,807,Rabi,0.49,Maize
Telangana,South,Clay,1267,Kharif,1,Rice
West Bengal,East,Black (Regur),989,Kharif,0.57,Cotton
Maharashtra,West,Alluvial,1347,Kharif,2.76,Jute
Goa,West,Laterite,586,Kharif,0.12,Oilseeds
Telangana,South,Alluvial,1663,Kharif,3.27,Jute
Manipur,Northeast,Laterite,777,Rabi,0.25,Oilseeds
Uttarakhand,North,Sandy,451,Kharif,2.93,Pulses
Sikkim,Northeast,Red,474,Kharif,3.21,Millets
Manipur,Northeast,Loamy,881,Kharif,0.1,Wheat
Jharkhand,East,Alluvial,1505,Rabi,0.1,Jute
Gujarat,West,Black (Regur),1051,Kharif,3.17,Cotton
Bihar,East,Alluvial,1500,Rabi,1.89,Jute
Rajasthan,West,Loamy,734,Kharif,1.88,Wheat
Goa,West,Loamy,972,Kharif,1.61,Potato
Kerala,South,Loamy,772,Kharif,0.1,Wheat
Uttar Pradesh,North,Red,524,Kharif,2.1,Millets
Sikkim,Northeast,Alluvial,1664,Kharif,0.1,Jute
Sikkim,Northeast,Black (Regur),853,Zaid,1.95,Cotton
Tamil Nadu,South,Sandy,330,Rabi,2.12,Pulses
Punjab,North,Clay,1252,Kharif,2.16,Rice
Telangana,South,Clay,1527,Rabi,2.28,Rice
Maharashtra,West,Black (Regur),805,Kharif,0.41,Cotton
Sikkim,Northeast,Alluvial,1775,Rabi,0.76,Jute
Rajasthan,West,Black (Regur),1010,Zaid,2.7,Cotton
Goa,West,Loamy,662,Kharif,2.41,Potato
Gujarat,West,Black (Regur),1067,Kharif,0.1,Cotton
Uttar Pradesh,North,Alluvial,1592,Kharif,2.63,Sugarcane
Maharashtra,West,Loamy,825,Kharif,0.24,Wheat
Jharkhand,East,Loamy,945,Kharif,2.2,Potato
Punjab,North,Clay,1270,Kharif,2.14,Rice
Telangana,South,Laterite,501,Zaid,1.29,Oilseeds
Odisha,East,Sandy,458,Kharif,1.18,Pulses
Tripura,Northeast,Clay,1279,Rabi,0.64,Rice
Maharashtra,West,Clay,1283,Zaid,2.94,Rice
Rajasthan,West,Red,618,Kharif,3.08,Millets
Andhra Pradesh,South,Loamy,837,Zaid,2.46,Wheat
Gujarat,West,Red,687,Kharif,4.48,Millets
Odisha,East,Alluvial,1558,Rabi,2.49,Jute
Himachal Pradesh,North,Laterite,666,Rabi,1.53,Oilseeds
Assam,Northeast,Alluvial,1395,Rabi,0.77,Jute
Chhattisgarh,Central,Clay,1256,Kharif,0.79,Rice
Uttar Pradesh,North,Red,593,Kharif,0.3,Millets
Jharkhand,East,Red,622,Kharif,0.8,Millets
Andhra Pradesh,South,Black (Regur),743,Rabi,1.16,Cotton
Andhra Pradesh,South,Alluvial,848,Kharif,1.68,Vegetables
Kerala,South,Sandy,412,Rabi,0.86,Pulses
Kerala,South,Clay,809,Kharif,0.1,Maize
Bihar,East,Red,539,Rabi,2.82,Millets
Meghalaya,Northeast,Clay,1205,Zaid,0.92,Rice
West Bengal,East,Alluvial,1142,Rabi,2.87,Vegetables
Kerala,South,Sandy,574,Zaid,0.1,Pulses
Gujarat,West,Laterite,553,Rabi,1.2,Oilseeds
Jharkhand,East,Laterite,660,Kharif,0.1,Oilseeds
Haryana,North,Clay,1386,Rabi,3.84,Rice
Karnataka,South,Red,528,Rabi,0.1,Millets
Chhattisgarh,Central,Alluvial,919,Kharif,0.1,Vegetables
Punjab,North,Alluvial,1864,Rabi,0.1,Sugarcane
Maharashtra,West,Alluvial,1183,Kharif,2.2,Vegetables
Telangana,South,Clay,1398,Rabi,1.05,Rice
Odisha,East,Clay,802,Kharif,2.86,Maize
Punjab,North,Loamy,858,Kharif,1.66,Potato
Meghalaya,Northeast,Clay,1391,Kharif,0.1,Rice
Jharkhand,East,Black (Regur),1070,Zaid,0.18,Cotton
Tamil Nadu,South,Black (Regur),1094,Kharif,0.77,Cotton
Arunachal Pradesh,Northeast,Red,577,Kharif,3.68,Millets
Goa,West,Sandy,310,Kharif,1.68,Pulses
Mizoram,Northeast,Alluvial,1427,Rabi,1.34,Jute
Odisha,East,Laterite,702,Kharif,0.2,Oilseeds
Jharkhand,East,Alluvial,832,Rabi,1.34,Vegetables
Uttar Pradesh,North,Alluvial,1777,Rabi,1.86,Jute
Goa,West,Red,540,Rabi,0.1,Millets
Haryana,North,Sandy,364,Kharif,1.08,Pulses
Uttar Pradesh,North,Red,578,Rabi,0.72,Millets
Andhra Pradesh,South,Alluvial,816,Rabi,1.03,Vegetables
Odisha,East,Red,417,Rabi,2.75,Millets
Jharkhand,East,Sandy,341,Rabi,0.37,Pulses
Andhra Pradesh,South,Alluvial,1074,Rabi,1.6,Vegetables
Uttarakhand,North,Alluvial,1060,Kharif,1,Vegetables
Andhra Pradesh,South,Loamy,644,Kharif,0.71,Wheat
West Bengal,East,Sandy,520,Kharif,2.64,Pulses
Sikkim,Northeast,Clay,836,Zaid,2.93,Maize
Tamil Nadu,South,Red,692,Rabi,1.38,Millets
Haryana,North,Black (Regur),1032,Rabi,1.07,Cotton
Himachal Pradesh,North,Clay,844,Kharif,3.23,Maize
Assam,Northeast,Loamy,659,Kharif,3.12,Potato
Tamil Nadu,South,Sandy,542,Rabi,0.1,Pulses
Karnataka,South,Alluvial,1508,Zaid,2.45,Sugarcane
Nagaland,Northeast,Black (Regur),742,Kharif,2.33,Cotton
Bihar,East,Alluvial,1939,Zaid,0.9,Sugarcane
Jharkhand,East,Alluvial,1675,Kharif,0.1,Sugarcane
Bihar,East,Alluvial,1660,Kharif,3.13,Sugarcane
West Bengal,East,Clay,996,Kharif,1.44,Maize
Odisha,East,Red,545,Rabi,3.02,Millets
Tamil Nadu,South,Sandy,550,Rabi,1.49,Pulses
Tamil Nadu,South,Alluvial,1462,Rabi,2.03,Jute
Rajasthan,West,Alluvial,1853,Kharif,2.2,Sugarcane
Uttar Pradesh,North,Laterite,716,Rabi,1.23,Oilseeds
Sikkim,Northeast,Clay,1539,Kharif,3.61,Rice
Tamil Nadu,South,Alluvial,1667,Rabi,0.1,Sugarcane
Arunachal Pradesh,Northeast,Clay,748,Zaid,0.1,Maize
Uttarakhand,North,Loamy,663,Kharif,2.3,Wheat
Sikkim,Northeast,Loamy,678,Rabi,2.84,Potato
Telangana,South,Clay,1290,Zaid,1.13,Rice
Punjab,North,Clay,1390,Rabi,2.49,Rice
Telangana,South,Clay,979,Kharif,2.89,Maize
Meghalaya,Northeast,Sandy,323,Kharif,2.12,Pulses
Nagaland,Northeast,Sandy,483,Rabi,1.74,Pulses
West Bengal,East,Clay,1376,Kharif,2.72,Rice
Gujarat,West,Red,611,Kharif,1.6,Millets
Karnataka,South,Sandy,304,Kharif,0.43,Pulses
Bihar,East,Red,410,Kharif,0.62,Millets
Maharashtra,West,Sandy,490,Kharif,1.99,Pulses
Chhattisgarh,Central,Black (Regur),1077,Rabi,0.1,Cotton
Maharashtra,West,Black (Regur),968,Kharif,0.1,Cotton
Odisha,East,Clay,936,Kharif,2.37,Maize
Punjab,North,Black (Regur),1056,Kharif,3.09,Cotton
Maharashtra,West,Alluvial,1422,Kharif,2.23,Jute
Haryana,North,Loamy,702,Kharif,0.61,Potato
Punjab,North,Clay,1573,Kharif,2.01,Rice
Tripura,Northeast,Alluvial,999,Rabi,0.1,Vegetables
Rajasthan,West,Loamy,750,Rabi,2.95,Wheat
Rajasthan,West,Alluvial,1457,Zaid,2.18,Jute
Meghalaya,Northeast,Loamy,803,Kharif,2.4,Potato
Tripura,Northeast,Sandy,352,Rabi,2.11,Pulses
Maharashtra,West,Clay,739,Kharif,0.42,Maize
Odisha,East,Alluvial,1693,Rabi,2.59,Sugarcane
Goa,West,Clay,845,Rabi,2.06,Maize
Odisha,East,Loamy,603,Kharif,1.45,Potato
Haryana,North,Clay,1555,Kharif,1.75,Rice
Himachal Pradesh,North,Black (Regur),935,Kharif,1.05,Cotton
Andhra Pradesh,South,Loamy,738,Kharif,0.68,Potato
Maharashtra,West,Loamy,828,Rabi,1.57,Potato
Andhra Pradesh,South,Sandy,357,Zaid,0.54,Pulses
Himachal Pradesh,North,Black (Regur),898,Kharif,1.88,Cotton
Uttar Pradesh,North,Laterite,541,Kharif,0.36,Oilseeds
Goa,West,Red,648,Kharif,1.62,Millets
Jharkhand,East,Sandy,529,Rabi,2.12,Pulses
Rajasthan,West,Loamy,673,Kharif,1.32,Wheat
Andhra Pradesh,South,Loamy,710,Rabi,1.75,Wheat
Rajasthan,West,Alluvial,1459,Zaid,2.71,Jute
Assam,Northeast,Laterite,621,Rabi,0.56,Oilseeds
Arunachal Pradesh,Northeast,Loamy,751,Kharif,1,Potato
Uttarakhand,North,Red,443,Kharif,1.8,Millets
Sikkim,Northeast,Black (Regur),1019,Zaid,1.69,Cotton
Jharkhand,East,Clay,1321,Kharif,1.27,Rice
Goa,West,Loamy,651,Rabi,2.94,Potato
Jharkhand,East,Loamy,820,Rabi,0.6,Wheat
West Bengal,East,Laterite,626,Kharif,2.55,Oilseeds
Bihar,East,Sandy,598,Kharif,2.06,Pulses
Meghalaya,Northeast,Red,443,Rabi,1,Millets
Madhya Pradesh,Central,Loamy,711,Kharif,1.3,Wheat
Maharashtra,West,Clay,1400,Rabi,0.66,Rice
West Bengal,East,Clay,776,Zaid,1.91,Maize
Chhattisgarh,Central,Clay,812,Kharif,1.14,Maize
Tamil Nadu,South,Loamy,806,Rabi,1.68,Wheat
Assam,Northeast,Loamy,853,Kharif,1.86,Wheat
Uttarakhand,North,Loamy,788,Kharif,2.63,Potato
Telangana,South,Red,552,Kharif,1.77,Millets
Tripura,Northeast,Alluvial,1971,Rabi,0.1,Sugarcane
Himachal Pradesh,North,Loamy,705,Kharif,1.1,Wheat
Chhattisgarh,Central,Alluvial,1859,Kharif,3.32,Sugarcane
Assam,Northeast,Clay,1226,Rabi,2.16,Rice
Rajasthan,West,Clay,1252,Kharif,0.1,Rice
Goa,West,Black (Regur),1034,Kharif,1.08,Cotton
Arunachal Pradesh,Northeast,Clay,1429,Rabi,0.67,Rice
Assam,Northeast,Alluvial,1310,Rabi,1.14,Jute
Telangana,South,Loamy,815,Kharif,2.59,Wheat
Tripura,Northeast,Clay,995,Kharif,1.26,Maize
Manipur,Northeast,Clay,780,Kharif,3.27,Maize
Goa,West,Laterite,679,Rabi,1.2,Oilseeds
Karnataka,South,Black (Regur),864,Kharif,0.1,Cotton
Punjab,North,Clay,705,Rabi,1.53,Maize
Jharkhand,East,Clay,814,Rabi,1.51,Maize
Goa,West,Loamy,873,Kharif,3.36,Potato
Himachal Pradesh,North,Alluvial,1790,Zaid,1.25,Jute
Madhya Pradesh,Central,Alluvial,1790,Kharif,3.22,Jute
Sikkim,Northeast,Black (Regur),858,Kharif,1.44,Cotton
Nagaland,Northeast,Black (Regur),1086,Kharif,0.5,Cotton
Manipur,Northeast,Loamy,736,Rabi,0.71,Wheat
Bihar,East,Alluvial,1380,Kharif,1.75,Jute
Meghalaya,Northeast,Laterite,757,Kharif,1.67,Oilseeds
Gujarat,West,Sandy,504,Rabi,2.33,Pulses
Gujarat,West,Loamy,884,Rabi,3.19,Wheat
Himachal Pradesh,North,Loamy,797,Kharif,1.9,Potato
Arunachal Pradesh,Northeast,Sandy,318,Zaid,2.26,Pulses
Nagaland,Northeast,Clay,1443,Kharif,0.69,Rice
Punjab,North,Alluvial,1728,Rabi,4.65,Jute
Manipur,Northeast,Alluvial,1870,Kharif,1.27,Sugarcane
Manipur,Northeast,Black (Regur),842,Kharif,1.4,Cotton
Gujarat,West,Black (Regur),965,Rabi,2.3,Cotton
Odisha,East,Loamy,726,Kharif,0.64,Wheat
Rajasthan,West,Alluvial,1626,Kharif,1.11,Jute
Goa,West,Red,536,Rabi,1.19,Millets
Maharashtra,West,Loamy,819,Kharif,2.7,Wheat
Punjab,North,Laterite,502,Rabi,1.26,Oilseeds
Uttar Pradesh,North,Loamy,830,Kharif,0.1,Wheat
Meghalaya,Northeast,Sandy,351,Zaid,2.66,Pulses
Kerala,South,Sandy,349,Rabi,3.78,Pulses
Andhra Pradesh,South,Alluvial,1544,Kharif,0.1,Sugarcane
Punjab,North,Black (Regur),883,Zaid,4.73,Cotton
Madhya Pradesh,Central,Clay,876,Kharif,1.06,Maize
Karnataka,South,Alluvial,1006,Rabi,1.93,Vegetables
Uttarakhand,North,Loamy,730,Rabi,1.24,Wheat
Andhra Pradesh,South,Alluvial,984,Rabi,0.63,Vegetables
Telangana,South,Black (Regur),780,Rabi,2.19,Cotton
Nagaland,Northeast,Loamy,603,Rabi,0.1,Potato
Chhattisgarh,Central,Loamy,714,Rabi,3.26,Wheat
Jharkhand,East,Sandy,467,Kharif,3.25,Pulses
Uttar Pradesh,North,Alluvial,1658,Kharif,0.43,Jute
Manipur,Northeast,Clay,1208,Zaid,0.1,Rice
Karnataka,South,Loamy,993,Rabi,1.55,Potato
Gujarat,West,Loamy,614,Kharif,3.47,Wheat
Andhra Pradesh,South,Black (Regur),973,Rabi,2.19,Cotton
Kerala,South,Sandy,437,Rabi,1.54,Pulses
Himachal Pradesh,North,Alluvial,818,Kharif,2.49,Vegetables
Uttar Pradesh,North,Alluvial,1349,Rabi,2.42,Jute
Punjab,North,Clay,983,Kharif,1.18,Maize
Mizoram,Northeast,Alluvial,1403,Rabi,0.1,Jute
Bihar,East,Alluvial,1308,Kharif,2.34,Jute
Tripura,Northeast,Alluvial,1341,Kharif,2.68,Jute
Nagaland,Northeast,Alluvial,1108,Kharif,2.08,Vegetables
Uttar Pradesh,North,Alluvial,1739,Kharif,0.45,Jute
Arunachal Pradesh,Northeast,Alluvial,1693,Kharif,2.02,Jute
Haryana,North,Laterite,611,Rabi,1.45,Oilseeds
Uttarakhand,North,Loamy,866,Zaid,1.92,Wheat
Uttarakhand,North,Alluvial,1492,Kharif,1.9,Jute
Arunachal Pradesh,Northeast,Alluvial,1341,Kharif,0.1,Jute
Bihar,East,Sandy,323,Kharif,1.4,Pulses
Assam,Northeast,Clay,1218,Rabi,1.47,Rice
Uttar Pradesh,North,Sandy,328,Kharif,2.95,Pulses
Goa,West,Sandy,540,Kharif,0.1,Pulses
Sikkim,Northeast,Laterite,502,Kharif,1.56,Oilseeds
Himachal Pradesh,North,Black (Regur),966,Rabi,0.24,Cotton
Assam,Northeast,Laterite,628,Rabi,1.74,Oilseeds
Gujarat,West,Laterite,616,Rabi,0.46,Oilseeds
West Bengal,East,Alluvial,869,Zaid,2.37,Vegetables
Tripura,Northeast,Red,574,Kharif,3.77,Millets
Manipur,Northeast,Laterite,597,Kharif,1.73,Oilseeds
Manipur,Northeast,Alluvial,1815,Kharif,1.79,Sugarcane
Karnataka,South,Black (Regur),764,Kharif,3.35,Cotton
Madhya Pradesh,Central,Red,600,Kharif,2.24,Millets
Bihar,East,Loamy,607,Rabi,2.98,Potato
Punjab,North,Loamy,924,Kharif,0.1,Potato
Goa,West,Clay,729,Rabi,1.59,Maize
Tamil Nadu,South,Loamy,740,Zaid,2.54,Wheat
Karnataka,South,Loamy,946,Rabi,1.61,Potato
Goa,West,Black (Regur),727,Kharif,1.51,Cotton
Arunachal Pradesh,Northeast,Clay,784,Rabi,1.39,Maize
Bihar,East,Red,698,Kharif,2.72,Millets
Kerala,South,Alluvial,908,Rabi,0.19,Vegetables
Himachal Pradesh,North,Clay,876,Kharif,1.95,Maize
Andhra Pradesh,South,Sandy,528,Kharif,0.71,Pulses
Himachal Pradesh,North,Red,571,Zaid,0.98,Millets
Karnataka,South,Alluvial,1666,Kharif,1.87,Jute
Bihar,East,Laterite,528,Rabi,4.58,Oilseeds
Chhattisgarh,Central,Loamy,630,Rabi,0.62,Potato
Jharkhand,East,Clay,1451,Rabi,2.47,Rice
Sikkim,Northeast,Red,588,Kharif,3.82,Millets
Nagaland,Northeast,Loamy,864,Kharif,0.23,Wheat
Arunachal Pradesh,Northeast,Loamy,746,Rabi,2.29,Wheat
Jharkhand,East,Red,549,Rabi,2.92,Millets
Himachal Pradesh,North,Laterite,641,Kharif,4.13,Oilseeds
Madhya Pradesh,Central,Red,669,Kharif,1.87,Millets
Manipur,Northeast,Sandy,325,Kharif,1.35,Pulses
Chhattisgarh,Central,Alluvial,1002,Rabi,2.7,Vegetables
Arunachal Pradesh,Northeast,Alluvial,1876,Rabi,1.97,Sugarcane
Arunachal Pradesh,Northeast,Alluvial,1064,Kharif,0.25,Vegetables
Karnataka,South,Black (Regur),1059,Rabi,1.1,Cotton
Nagaland,Northeast,Red,645,Rabi,0.96,Millets
Andhra Pradesh,South,Loamy,749,Kharif,1.5,Wheat
Haryana,North,Loamy,782,Kharif,3.24,Potato
Goa,West,Red,562,Kharif,0.66,Millets
Maharashtra,West,Alluvial,1780,Rabi,0.89,Sugarcane
Meghalaya,Northeast,Loamy,697,Kharif,0.46,Wheat
Uttarakhand,North,Clay,1505,Kharif,2.51,Rice
Sikkim,Northeast,Loamy,726,Zaid,1.89,Potato
Goa,West,Alluvial,1933,Kharif,0.66,Sugarcane
Rajasthan,West,Loamy,671,Kharif,0.1,Potato
Sikkim,Northeast,Red,408,Rabi,2.45,Millets
Tamil Nadu,South,Alluvial,913,Kharif,0.1,Vegetables
Punjab,North,Loamy,848,Rabi,1.96,Wheat
Sikkim,Northeast,Clay,999,Rabi,0.62,Maize
Madhya Pradesh,Central,Loamy,634,Kharif,1.83,Wheat
Kerala,South,Red,421,Kharif,0.39,Millets
Gujarat,West,Alluvial,1641,Kharif,2.18,Sugarcane
Gujarat,West,Clay,1326,Kharif,1.64,Rice
Maharashtra,West,Red,495,Kharif,0.1,Millets
Gujarat,West,Clay,829,Kharif,3.52,Maize
Manipur,Northeast,Loamy,803,Rabi,2.54,Wheat
Haryana,North,Loamy,906,Kharif,0.51,Potato
Kerala,South,Alluvial,1090,Kharif,0.43,Vegetables
Madhya Pradesh,Central,Red,663,Rabi,0.16,Millets
Karnataka,South,Alluvial,1712,Kharif,3.62,Jute
Sikkim,Northeast,Clay,1369,Kharif,0.67,Rice
Assam,Northeast,Clay,956,Zaid,0.61,Maize
Arunachal Pradesh,Northeast,Black (Regur),936,Rabi,1.93,Cotton
Arunachal Pradesh,Northeast,Clay,1483,Kharif,0.1,Rice
Arunachal Pradesh,Northeast,Laterite,683,Kharif,1.79,Oilseeds
Punjab,North,Loamy,602,Kharif,1.06,Wheat
Haryana,North,Clay,1480,Rabi,0.1,Rice
Haryana,North,Alluvial,828,Kharif,2.52,Vegetables
Haryana,North,Loamy,977,Kharif,1.83,Potato
Gujarat,West,Loamy,769,Rabi,0.49,Potato
Tripura,Northeast,Alluvial,1845,Kharif,3.35,Sugarcane
Kerala,South,Alluvial,1835,Kharif,2.75,Sugarcane
Telangana,South,Laterite,512,Rabi,4.08,Oilseeds
Manipur,Northeast,Loamy,845,Kharif,2.66,Wheat
West Bengal,East,Sandy,408,Kharif,1.79,Pulses
Maharashtra,West,Alluvial,1161,Kharif,1.73,Vegetables
Karnataka,South,Alluvial,964,Rabi,1.78,Vegetables
Maharashtra,West,Red,543,Kharif,2.25,Millets
Nagaland,Northeast,Laterite,573,Rabi,4.54,Oilseeds
Haryana,North,Alluvial,1911,Rabi,5.85,Sugarcane
Odisha,East,Alluvial,824,Kharif,3.25,Vegetables
Jharkhand,East,Clay,1298,Rabi,1.58,Rice
Kerala,South,Alluvial,1140,Kharif,1.27,Vegetables
Assam,Northeast,Red,483,Kharif,1.04,Millets
West Bengal,East,Laterite,562,Rabi,2.81,Oilseeds
Arunachal Pradesh,Northeast,Alluvial,1767,Zaid,1.47,Jute
Arunachal Pradesh,Northeast,Black (Regur),1099,Kharif,1.81,Cotton
Kerala,South,Alluvial,1428,Rabi,1.03,Jute
Kerala,South,Clay,1498,Kharif,1.15,Rice
Arunachal Pradesh,Northeast,Alluvial,1677,Kharif,0.12,Sugarcane
Telangana,South,Red,427,Zaid,2.59,Millets
Madhya Pradesh,Central,Alluvial,1002,Zaid,1.43,Vegetables
Telangana,South,Red,567,Rabi,0.1,Millets
Manipur,Northeast,Alluvial,1364,Kharif,2.39,Jute
Karnataka,South,Loamy,749,Kharif,1.18,Wheat
Mizoram,Northeast,Alluvial,879,Rabi,1.89,Vegetables
Chhattisgarh,Central,Loamy,663,Rabi,0.1,Potato
Bihar,East,Clay,977,Rabi,0.1,Maize
Andhra Pradesh,South,Clay,922,Rabi,0.66,Maize
Uttarakhand,North,Sandy,523,Kharif,0.1,Pulses
Madhya Pradesh,Central,Alluvial,876,Kharif,0.1,Vegetables
Bihar,East,Red,669,Zaid,0.68,Millets
Uttarakhand,North,Alluvial,1871,Kharif,3.37,Sugarcane
Andhra Pradesh,South,Alluvial,868,Kharif,2.18,Vegetables
Tripura,Northeast,Alluvial,1539,Kharif,1.34,Sugarcane
Maharashtra,West,Black (Regur),976,Kharif,3.22,Cotton
Himachal Pradesh,North,Laterite,598,Kharif,2.35,Oilseeds
Goa,West,Clay,831,Rabi,0.69,Maize
Nagaland,Northeast,Alluvial,1584,Rabi,2.12,Sugarcane
Andhra Pradesh,South,Laterite,635,Kharif,0.94,Oilseeds
Uttarakhand,North,Sandy,487,Rabi,0.42,Pulses
Assam,Northeast,Black (Regur),906,Rabi,1.07,Cotton
Karnataka,South,Alluvial,1421,Rabi,1.33,Jute
Arunachal Pradesh,Northeast,Red,573,Kharif,2.93,Millets
Rajasthan,West,Loamy,630,Kharif,0.87,Potato
Meghalaya,Northeast,Alluvial,1521,Kharif,1.11,Sugarcane
Telangana,South,Sandy,353,Rabi,2.23,Pulses
Punjab,North,Loamy,601,Kharif,0.93,Potato
Jharkhand,East,Loamy,793,Kharif,2.57,Wheat
Tripura,Northeast,Laterite,656,Kharif,0.99,Oilseeds
Sikkim,Northeast,Laterite,741,Kharif,0.1,Oilseeds
Sikkim,Northeast,Alluvial,1750,Kharif,0.51,Sugarcane
Himachal Pradesh,North,Loamy,990,Kharif,3.07,Potato
Haryana,North,Alluvial,1848,Kharif,3.91,Sugarcane
Rajasthan,West,Clay,1375,Kharif,1.35,Rice
Assam,Northeast,Alluvial,1729,Rabi,0.93,Sugarcane
Nagaland,Northeast,Clay,783,Kharif,0.53,Maize
Karnataka,South,Alluvial,1768,Zaid,1.55,Sugarcane
Madhya Pradesh,Central,Black (Regur),833,Kharif,3.55,Cotton
Telangana,South,Loamy,723,Kharif,0.1,Wheat
Mizoram,Northeast,Clay,903,Kharif,0.1,Maize
Odisha,East,Clay,1308,Rabi,0.27,Rice
Manipur,Northeast,Black (Regur),863,Rabi,2.39,Cotton
Nagaland,Northeast,Laterite,611,Kharif,1.72,Oilseeds
Kerala,South,Black (Regur),1064,Kharif,1.31,Cotton
Meghalaya,Northeast,Alluvial,1826,Kharif,1.13,Sugarcane
West Bengal,East,Alluvial,1166,Kharif,0.59,Vegetables
Arunachal Pradesh,Northeast,Alluvial,1011,Rabi,1.22,Vegetables
West Bengal,East,Red,653,Rabi,1.6,Millets
Manipur,Northeast,Sandy,455,Rabi,0.1,Pulses
Madhya Pradesh,Central,Loamy,854,Rabi,2.61,Wheat
Maharashtra,West,Sandy,359,Kharif,0.1,Pulses
Bihar,East,Alluvial,1053,Kharif,3.76,Vegetables
